snippet_id,file_path,line,label,cond_uses_leq,cond_uses_lt,cond_uses_gt_or_geq,cond_contains_length,cond_crude_off_by_one,right_is_bare_length,right_is_length_arithmetic,init_starts_at_zero,init_starts_at_one,update_is_increment,update_is_decrement,body_statement_count,body_array_access_count,loop_var_indexes_array,loop_var_body_uses,cond_char_count
gen_off_by_one_bug_147,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug147.java,22,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,16.0
gen_off_by_one_bug_147,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug147.java,43,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,18.0
gen_off_by_one_bug_147,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug147.java,56,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_fix_147,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix147.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_fix_147,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix147.java,13,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_fix_147,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix147.java,22,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,16.0
gen_off_by_one_fix_147,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix147.java,43,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0
gen_off_by_one_fix_147,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix147.java,56,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_missing_break_bug_019,data/ml/raw_snippets_generated/missing_break_in_switch/buggy/GenMissingBreakBug019.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,16.0
gen_missing_break_fix_019,data/ml/raw_snippets_generated/missing_break_in_switch/fixed/GenMissingBreakFix019.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,16.0
gen_missing_break_bug_009,data/ml/raw_snippets_generated/missing_break_in_switch/buggy/GenMissingBreakBug009.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_missing_break_fix_009,data/ml/raw_snippets_generated/missing_break_in_switch/fixed/GenMissingBreakFix009.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_bug_132,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug132.java,3,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,18.0
gen_off_by_one_fix_132,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix132.java,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0
gen_incorrect_cond_bug_051,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug051.java,10,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,18.0
gen_incorrect_cond_bug_051,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug051.java,18,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,18.0
gen_incorrect_cond_fix_051,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix051.java,10,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,18.0
gen_incorrect_cond_fix_051,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix051.java,18,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,18.0
gen_clean_scanner_loop_015,data/ml/raw_snippets_generated/clean/GenCleanScannerLoop015.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0
gen_clean_scanner_loop_015,data/ml/raw_snippets_generated/clean/GenCleanScannerLoop015.java,21,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_missing_break_bug_125,data/ml/raw_snippets_generated/missing_break_in_switch/buggy/GenMissingBreakBug125.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_missing_break_fix_125,data/ml/raw_snippets_generated/missing_break_in_switch/fixed/GenMissingBreakFix125.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_off_by_one_bug_099,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug099.java,3,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,18.0
gen_off_by_one_fix_099,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix099.java,3,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,17.0
gen_clean_boundary_minus_one_012,data/ml/raw_snippets_generated/clean/GenCleanBoundaryMinusOne012.java,22,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,21.0
gen_while_no_update_bug_060,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug060.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_while_no_update_bug_060,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug060.java,28,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,16.0
gen_while_no_update_bug_060,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug060.java,38,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_while_no_update_fix_060,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix060.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_while_no_update_fix_060,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix060.java,29,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,16.0
gen_while_no_update_fix_060,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix060.java,39,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_clean_generic_044,data/ml/raw_snippets_generated/clean/GenCleanGeneric044.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0
gen_off_by_one_bug_053,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug053.java,4,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,16.0
gen_off_by_one_fix_053,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix053.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,15.0
gen_off_by_one_bug_094,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug094.java,4,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0
gen_off_by_one_fix_094,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix094.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_clean_tail_index_028,data/ml/raw_snippets_generated/clean/GenCleanTailIndex028.java,46,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_clean_tail_index_028,data/ml/raw_snippets_generated/clean/GenCleanTailIndex028.java,60,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_bug_111,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug111.java,4,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,18.0
gen_off_by_one_fix_111,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix111.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,17.0
gen_off_by_one_bug_004,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug004.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_bug_004,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug004.java,13,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0
gen_off_by_one_bug_004,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug004.java,27,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_bug_004,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug004.java,36,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0
gen_off_by_one_fix_004,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix004.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_fix_004,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix004.java,13,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_off_by_one_fix_004,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix004.java,27,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_fix_004,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix004.java,36,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0
gen_incorrect_cond_bug_016,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug016.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_incorrect_cond_fix_016,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix016.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_bug_082,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug082.java,8,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0
gen_off_by_one_fix_082,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix082.java,8,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0
gen_off_by_one_bug_166,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug166.java,4,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0
gen_off_by_one_fix_166,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix166.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_missing_break_bug_066,data/ml/raw_snippets_generated/missing_break_in_switch/buggy/GenMissingBreakBug066.java,21,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,18.0
gen_missing_break_bug_066,data/ml/raw_snippets_generated/missing_break_in_switch/buggy/GenMissingBreakBug066.java,37,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_missing_break_fix_066,data/ml/raw_snippets_generated/missing_break_in_switch/fixed/GenMissingBreakFix066.java,22,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,18.0
gen_missing_break_fix_066,data/ml/raw_snippets_generated/missing_break_in_switch/fixed/GenMissingBreakFix066.java,38,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_clean_generic_012,data/ml/raw_snippets_generated/clean/GenCleanGeneric012.java,30,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_clean_generic_012,data/ml/raw_snippets_generated/clean/GenCleanGeneric012.java,39,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_bug_031,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug031.java,4,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,17.0
gen_off_by_one_fix_031,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix031.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,16.0
gen_incorrect_cond_bug_098,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug098.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_incorrect_cond_bug_098,data/ml/raw_snippets_generated/incorrect_conditional_operator/buggy/GenIncorrectConditionalBug098.java,50,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0
gen_incorrect_cond_fix_098,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix098.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_incorrect_cond_fix_098,data/ml/raw_snippets_generated/incorrect_conditional_operator/fixed/GenIncorrectConditionalFix098.java,50,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0
gen_array_index_bug_020,data/ml/raw_snippets_generated/array_length_index_misuse/buggy/GenArrayIndexBug020.java,8,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0
gen_array_index_bug_020,data/ml/raw_snippets_generated/array_length_index_misuse/buggy/GenArrayIndexBug020.java,16,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_array_index_bug_020,data/ml/raw_snippets_generated/array_length_index_misuse/buggy/GenArrayIndexBug020.java,32,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,17.0
gen_array_index_fix_020,data/ml/raw_snippets_generated/array_length_index_misuse/fixed/GenArrayIndexFix020.java,8,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0
gen_array_index_fix_020,data/ml/raw_snippets_generated/array_length_index_misuse/fixed/GenArrayIndexFix020.java,16,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_array_index_fix_020,data/ml/raw_snippets_generated/array_length_index_misuse/fixed/GenArrayIndexFix020.java,32,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,17.0
gen_missing_break_bug_151,data/ml/raw_snippets_generated/missing_break_in_switch/buggy/GenMissingBreakBug151.java,30,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_missing_break_bug_151,data/ml/raw_snippets_generated/missing_break_in_switch/buggy/GenMissingBreakBug151.java,39,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,18.0
gen_missing_break_fix_151,data/ml/raw_snippets_generated/missing_break_in_switch/fixed/GenMissingBreakFix151.java,31,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_missing_break_fix_151,data/ml/raw_snippets_generated/missing_break_in_switch/fixed/GenMissingBreakFix151.java,40,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,18.0
gen_off_by_one_bug_033,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug033.java,4,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,17.0
gen_off_by_one_fix_033,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix033.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,16.0
gen_off_by_one_bug_026,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug026.java,8,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_off_by_one_bug_026,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug026.java,16,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_bug_026,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug026.java,49,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,18.0
gen_off_by_one_fix_026,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix026.java,8,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_off_by_one_fix_026,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix026.java,16,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_fix_026,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix026.java,49,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,17.0
gen_while_no_update_bug_085,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug085.java,19,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0
gen_while_no_update_bug_085,data/ml/raw_snippets_generated/while_variable_not_updated/buggy/GenWhileNoUpdateBug085.java,27,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_while_no_update_fix_085,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix085.java,19,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16.0
gen_while_no_update_fix_085,data/ml/raw_snippets_generated/while_variable_not_updated/fixed/GenWhileNoUpdateFix085.java,27,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_off_by_one_bug_006,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug006.java,11,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_off_by_one_bug_006,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug006.java,21,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,16.0
gen_off_by_one_bug_006,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug006.java,29,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,16.0
gen_off_by_one_bug_006,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug006.java,48,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_off_by_one_bug_006,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug006.java,65,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_bug_006,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug006.java,74,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_off_by_one_fix_006,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix006.java,11,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_off_by_one_fix_006,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix006.java,21,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,16.0
gen_off_by_one_fix_006,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix006.java,29,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,15.0
gen_off_by_one_fix_006,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix006.java,48,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_off_by_one_fix_006,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix006.java,65,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_fix_006,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix006.java,74,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_array_index_bug_067,data/ml/raw_snippets_generated/array_length_index_misuse/buggy/GenArrayIndexBug067.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_array_index_bug_067,data/ml/raw_snippets_generated/array_length_index_misuse/buggy/GenArrayIndexBug067.java,12,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_array_index_fix_067,data/ml/raw_snippets_generated/array_length_index_misuse/fixed/GenArrayIndexFix067.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_array_index_fix_067,data/ml/raw_snippets_generated/array_length_index_misuse/fixed/GenArrayIndexFix067.java,12,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_off_by_one_bug_090,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug090.java,13,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,19.0
gen_off_by_one_fix_090,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix090.java,13,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,18.0
gen_clean_tail_index_002,data/ml/raw_snippets_generated/clean/GenCleanTailIndex002.java,8,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,17.0
gen_clean_tail_index_002,data/ml/raw_snippets_generated/clean/GenCleanTailIndex002.java,27,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,5.0,17.0
gen_clean_tail_index_002,data/ml/raw_snippets_generated/clean/GenCleanTailIndex002.java,46,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,16.0
gen_off_by_one_bug_079,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug079.java,4,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,18.0
gen_off_by_one_fix_079,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix079.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0
gen_off_by_one_bug_052,data/ml/raw_snippets_generated/off_by_one/buggy/GenOffByOneBug052.java,4,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,19.0
gen_off_by_one_fix_052,data/ml/raw_snippets_generated/off_by_one/fixed/GenOffByOneFix052.java,4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,18.0
